country,date,cases,deaths,recovered
Russia,2/22/2020,2,0,2
Spain,2/22/2020,2,0,2
Belgium,2/22/2020,1,0,1
Cambodia,2/22/2020,1,0,1
Egypt,2/22/2020,1,0,0
Finland,2/22/2020,1,0,1
Israel,2/22/2020,1,0,0
Lebanon,2/22/2020,1,0,0
Nepal,2/22/2020,1,0,1
SriLanka,2/22/2020,1,0,1
Sweden,2/22/2020,1,0,0
China,2/23/2020,76938,2443,23170
RepublicofKorea,2/23/2020,602,6,18
Italy,2/23/2020,155,3,2
Japan,2/23/2020,149,2,22
Singapore,2/23/2020,89,0,51
HongKong,2/23/2020,74,2,11
Iran,2/23/2020,43,8,0
Thailand,2/23/2020,35,0,21
Taiwan,2/23/2020,28,1,2
UnitedKingdom,2/23/2020,28,0,8
Malaysia,2/23/2020,22,0,15
Germany,2/23/2020,16,0,14
Vietnam,2/23/2020,16,0,14
Australia,2/23/2020,15,0,11
US,2/23/2020,15,0,5
UnitedArabEmirates,2/23/2020,13,0,4
France,2/23/2020,12,1,4
Macao,2/23/2020,10,0,6
Canada,2/23/2020,9,0,3
India,2/23/2020,3,0,3
Philippines,2/23/2020,3,1,1
Chile,2/23/2020,2,0,0
Russia,2/23/2020,2,0,2
Spain,2/23/2020,2,0,2
Belgium,2/23/2020,1,0,1
Cambodia,2/23/2020,1,0,1
Egypt,2/23/2020,1,0,0
Finland,2/23/2020,1,0,1
Israel,2/23/2020,1,0,0
Lebanon,2/23/2020,1,0,0
Nepal,2/23/2020,1,0,1
SriLanka,2/23/2020,1,0,1
Sweden,2/23/2020,1,0,0
China,2/24/2020,77152,2593,24990
RepublicofKorea,2/24/2020,833,8,18
Italy,2/24/2020,229,7,1
Japan,2/24/2020,160,2,22
Singapore,2/24/2020,89,0,51
HongKong,2/24/2020,79,2,19
Iran,2/24/2020,61,12,0
Thailand,2/24/2020,35,0,21
Taiwan,2/24/2020,30,1,5
UnitedKingdom,2/24/2020,30,0,8
Malaysia,2/24/2020,22,0,18
Germany,2/24/2020,16,0,14
Vietnam,2/24/2020,16,0,14
Australia,2/24/2020,15,0,11
US,2/24/2020,15,0,5
UnitedArabEmirates,2/24/2020,13,0,4
France,2/24/2020,12,1,4
Canada,2/24/2020,10,0,3
Macao,2/24/2020,10,0,6
India,2/24/2020,3,0,3
Philippines,2/24/2020,3,1,1
Chile,2/24/2020,2,0,0
Oman,2/24/2020,2,0,0
Russia,2/24/2020,2,0,2
Spain,2/24/2020,2,0,2
Afghanistan,2/24/2020,1,0,0
Bahrain,2/24/2020,1,0,0
Belgium,2/24/2020,1,0,1
Cambodia,2/24/2020,1,0,1
Egypt,2/24/2020,1,0,0
Finland,2/24/2020,1,0,1
Iraq,2/24/2020,1,0,0
Israel,2/24/2020,1,0,0
Kuwait,2/24/2020,1,0,0
Lebanon,2/24/2020,1,0,0
Nepal,2/24/2020,1,0,1
SriLanka,2/24/2020,1,0,1
Sweden,2/24/2020,1,0,0
China,2/25/2020,77660,2663,27650
RepublicofKorea,2/25/2020,977,10,22
Italy,2/25/2020,322,10,1
Japan,2/25/2020,173,3,22
Iran,2/25/2020,95,16,0
Singapore,2/25/2020,91,0,53
HongKong,2/25/2020,84,2,19
Thailand,2/25/2020,37,0,22
UnitedKingdom,2/25/2020,34,0,8
Taiwan,2/25/2020,31,1,5
Bahrain,2/25/2020,23,0,0
Malaysia,2/25/2020,22,0,18
Germany,2/25/2020,17,0,14
Vietnam,2/25/2020,16,0,16
Australia,2/25/2020,15,0,11
US,2/25/2020,15,0,6
France,2/25/2020,14,1,11
UnitedArabEmirates,2/25/2020,13,0,4
Canada,2/25/2020,11,0,3
Kuwait,2/25/2020,11,0,0
Macao,2/25/2020,10,0,7
Spain,2/25/2020,6,0,2
India,2/25/2020,3,0,3
Philippines,2/25/2020,3,1,1
Austria,2/25/2020,2,0,0
Chile,2/25/2020,2,0,0
Oman,2/25/2020,2,0,0
Pakistan,2/25/2020,2,0,0
Russia,2/25/2020,2,0,2
Afghanistan,2/25/2020,1,0,0
Algeria,2/25/2020,1,0,0
Belgium,2/25/2020,1,0,1
Cambodia,2/25/2020,1,0,1
Croatia,2/25/2020,1,0,0
Egypt,2/25/2020,1,0,0
Finland,2/25/2020,1,0,1
Iraq,2/25/2020,1,0,0
Israel,2/25/2020,1,0,0
Lebanon,2/25/2020,1,0,0
Nepal,2/25/2020,1,0,1
SriLanka,2/25/2020,1,0,1
Sweden,2/25/2020,1,0,0
Switzerland,2/25/2020,1,0,0
China,2/26/2020,78065,2715,30053
RepublicofKorea,2/26/2020,1261,12,22
Italy,2/26/2020,453,12,3
Japan,2/26/2020,192,3,22
Iran,2/26/2020,139,19,49
Singapore,2/26/2020,93,0,62
HongKong,2/26/2020,91,2,24
Thailand,2/26/2020,40,0,22
UnitedKingdom,2/26/2020,37,0,8
Bahrain,2/26/2020,33,0,0
Taiwan,2/26/2020,32,1,5
Germany,2/26/2020,27,0,15
Kuwait,2/26/2020,26,0,0
Malaysia,2/26/2020,22,0,18
France,2/26/2020,18,2,11
Vietnam,2/26/2020,16,0,16
Australia,2/26/2020,15,0,11
US,2/26/2020,15,0,6
Spain,2/26/2020,13,0,2
UnitedArabEmirates,2/26/2020,13,0,4
Canada,2/26/2020,11,0,3
Macao,2/26/2020,10,0,7
Iraq,2/26/2020,5,0,0
Oman,2/26/2020,4,0,0
Croatia,2/26/2020,3,0,0
India,2/26/2020,3,0,3
Philippines,2/26/2020,3,1,1
Austria,2/26/2020,2,0,0
Chile,2/26/2020,2,0,0
Finland,2/26/2020,2,0,1
Israel,2/26/2020,2,0,0
Lebanon,2/26/2020,2,0,0
Pakistan,2/26/2020,2,0,0
Russia,2/26/2020,2,0,2
Sweden,2/26/2020,2,0,0
Afghanistan,2/26/2020,1,0,0
Algeria,2/26/2020,1,0,0
Belgium,2/26/2020,1,0,1
Brazil,2/26/2020,1,0,0
Cambodia,2/26/2020,1,0,1
Egypt,2/26/2020,1,0,0
Georgia,2/26/2020,1,0,0
Greece,2/26/2020,1,0,0
Nepal,2/26/2020,1,0,1
NorthMacedonia,2/26/2020,1,0,0
Norway,2/26/2020,1,0,0
Romania,2/26/2020,1,0,0
SriLanka,2/26/2020,1,0,1
Switzerland,2/26/2020,1,0,0
China,2/27/2020,78498,2744,32898
RepublicofKorea,2/27/2020,1766,13,22
Italy,2/27/2020,655,17,45
Iran,2/27/2020,245,26,49
Japan,2/27/2020,218,4,22
Singapore,2/27/2020,93,0,62
HongKong,2/27/2020,92,2,24
Germany,2/27/2020,46,0,16
UnitedKingdom,2/27/2020,44,0,8
Kuwait,2/27/2020,43,0,0
Thailand,2/27/2020,40,0,22
France,2/27/2020,38,2,11
Bahrain,2/27/2020,33,0,0
Taiwan,2/27/2020,32,1,5
Malaysia,2/27/2020,23,0,18
US,2/27/2020,16,0,6
Vietnam,2/27/2020,16,0,16
Australia,2/27/2020,15,0,11
Spain,2/27/2020,15,0,2
Canada,2/27/2020,13,0,6
UnitedArabEmirates,2/27/2020,13,0,4
Macao,2/27/2020,10,0,8
Switzerland,2/27/2020,8,0,0
Iraq,2/27/2020,7,0,0
Oman,2/27/2020,4,0,0
Austria,2/27/2020,3,0,0
Croatia,2/27/2020,3,0,0
Greece,2/27/2020,3,0,0
India,2/27/2020,3,0,3
Israel,2/27/2020,3,0,1
Philippines,2/27/2020,3,1,1
Sweden,2/27/2020,3,0,0
Chile,2/27/2020,2,0,0
Finland,2/27/2020,2,0,1
Lebanon,2/27/2020,2,0,0
Pakistan,2/27/2020,2,0,0
Russia,2/27/2020,2,0,2
Afghanistan,2/27/2020,1,0,0
Algeria,2/27/2020,1,0,0
Belgium,2/27/2020,1,0,1
Brazil,2/27/2020,1,0,0
Cambodia,2/27/2020,1,0,1
Denmark,2/27/2020,1,0,0
Egypt,2/27/2020,1,0,0
Estonia,2/27/2020,1,0,0
Georgia,2/27/2020,1,0,0
Nepal,2/27/2020,1,0,1
Netherlands,2/27/2020,1,0,0
NorthMacedonia,2/27/2020,1,0,0
Norway,2/27/2020,1,0,0
Romania,2/27/2020,1,0,0
SanMarino,2/27/2020,1,0,0
SriLanka,2/27/2020,1,0,1
China,2/28/2020,78824,2788,36291
RepublicofKorea,2/28/2020,2337,13,22
Italy,2/28/2020,888,21,46
Iran,2/28/2020,388,34,73
Japan,2/28/2020,236,5,22
HongKong,2/28/2020,94,2,30
Singapore,2/28/2020,93,0,62
France,2/28/2020,57,2,11
UnitedKingdom,2/28/2020,56,0,8
Germany,2/28/2020,48,0,16
Kuwait,2/28/2020,45,0,0
Thailand,2/28/2020,41,0,28
Bahrain,2/28/2020,36,0,0
Taiwan,2/28/2020,34,1,6
Spain,2/28/2020,32,0,2
Malaysia,2/28/2020,23,0,18
UnitedArabEmirates,2/28/2020,19,0,5
US,2/28/2020,16,0,7
Vietnam,2/28/2020,16,0,16
Australia,2/28/2020,15,0,11
Canada,2/28/2020,14,0,6
Sweden,2/28/2020,11,0,0
Macao,2/28/2020,10,0,8
Switzerland,2/28/2020,8,0,0
Iraq,2/28/2020,7,0,0
Norway,2/28/2020,6,0,0
Croatia,2/28/2020,5,0,0
Greece,2/28/2020,4,0,0
Israel,2/28/2020,4,0,1
Oman,2/28/2020,4,0,0
Pakistan,2/28/2020,4,0,0
Austria,2/28/2020,3,0,0
India,2/28/2020,3,0,3
Philippines,2/28/2020,3,1,1
Romania,2/28/2020,3,0,0
Chile,2/28/2020,2,0,0
Finland,2/28/2020,2,0,1
Lebanon,2/28/2020,2,0,0
Russia,2/28/2020,2,0,2
Afghanistan,2/28/2020,1,0,0
Algeria,2/28/2020,1,0,0
Belarus,2/28/2020,1,0,0
Belgium,2/28/2020,1,0,1
Brazil,2/28/2020,1,0,0
Cambodia,2/28/2020,1,0,1
Denmark,2/28/2020,1,0,0
Egypt,2/28/2020,1,0,1
Estonia,2/28/2020,1,0,0
Georgia,2/28/2020,1,0,0
Iceland,2/28/2020,1,0,0
Lithuania,2/28/2020,1,0,0
Mexico,2/28/2020,1,0,0
Nepal,2/28/2020,1,0,1
Netherlands,2/28/2020,1,0,0
NewZealand,2/28/2020,1,0,0
Nigeria,2/28/2020,1,0,0
NorthMacedonia,2/28/2020,1,0,0
SanMarino,2/28/2020,1,0,0
SriLanka,2/28/2020,1,0,1
China,2/29/2020,79251,2835,39279
RepublicofKorea,2/29/2020,3150,16,27
Italy,2/29/2020,1128,29,46
Iran,2/29/2020,593,43,123
Japan,2/29/2020,245,6,32
Singapore,2/29/2020,102,0,72
France,2/29/2020,100,2,12
HongKong,2/29/2020,95,2,33
Germany,2/29/2020,79,0,16
UnitedKingdom,2/29/2020,61,0,8
Kuwait,2/29/2020,45,0,0
Spain,2/29/2020,45,0,2
Thailand,2/29/2020,42,0,28
Bahrain,2/29/2020,41,0,0
Taiwan,2/29/2020,39,1,9
Australia,2/29/2020,25,0,11
Malaysia,2/29/2020,25,0,18
US,2/29/2020,24,1,7
UnitedArabEmirates,2/29/2020,21,0,5
Canada,2/29/2020,20,0,6
Switzerland,2/29/2020,18,0,0
Vietnam,2/29/2020,16,0,16
Norway,2/29/2020,15,0,0
Sweden,2/29/2020,14,0,0
Iraq,2/29/2020,13,0,0
Macao,2/29/2020,10,0,8
Austria,2/29/2020,9,0,0
Israel,2/29/2020,7,0,1
Croatia,2/29/2020,6,0,0
Netherlands,2/29/2020,6,0,0
Oman,2/29/2020,6,0,1
Greece,2/29/2020,4,0,0
Lebanon,2/29/2020,4,0,0
Mexico,2/29/2020,4,0,0
Pakistan,2/29/2020,4,0,0
Denmark,2/29/2020,3,0,0
Finland,2/29/2020,3,0,1
India,2/29/2020,3,0,3
Philippines,2/29/2020,3,1,1
Romania,2/29/2020,3,0,0
Brazil,2/29/2020,2,0,0
Chile,2/29/2020,2,0,0
Russia,2/29/2020,2,0,2
Afghanistan,2/29/2020,1,0,0
Algeria,2/29/2020,1,0,0
Belarus,2/29/2020,1,0,0
Belgium,2/29/2020,1,0,1
Cambodia,2/29/2020,1,0,1
Egypt,2/29/2020,1,0,1
Estonia,2/29/2020,1,0,0
Georgia,2/29/2020,1,0,0
Iceland,2/29/2020,1,0,0
Ireland,2/29/2020,1,0,0
Lithuania,2/29/2020,1,0,0
Luxembourg,2/29/2020,1,0,0
Monaco,2/29/2020,1,0,0
Nepal,2/29/2020,1,0,1
NewZealand,2/29/2020,1,0,0
Nigeria,2/29/2020,1,0,0
NorthMacedonia,2/29/2020,1,0,0
Qatar,2/29/2020,1,0,0
SanMarino,2/29/2020,1,0,0
SriLanka,2/29/2020,1,0,1
China,03/01/2020,79826,2870,42118
RepublicofKorea,03/01/2020,3736,17,30
Italy,03/01/2020,1694,34,83
Iran,03/01/2020,978,54,175
Japan,03/01/2020,259,6,32
France,03/01/2020,130,2,12
Germany,03/01/2020,130,0,16
Singapore,03/01/2020,106,0,72
HongKong,03/01/2020,96,2,36
UnitedKingdom,03/01/2020,94,0,8
Spain,03/01/2020,84,0,2
Bahrain,03/01/2020,47,0,0
Kuwait,03/01/2020,45,0,0
Thailand,03/01/2020,42,1,28
Taiwan,03/01/2020,40,1,9
US,03/01/2020,30,1,7
Malaysia,03/01/2020,29,0,18
Australia,03/01/2020,27,1,11
Switzerland,03/01/2020,27,0,0
Canada,03/01/2020,24,0,6
UnitedArabEmirates,03/01/2020,21,0,5
Iraq,03/01/2020,19,0,0
Norway,03/01/2020,19,0,0
Vietnam,03/01/2020,16,0,16
Austria,03/01/2020,14,0,0
Sweden,03/01/2020,14,0,0
Israel,03/01/2020,10,0,1
Lebanon,03/01/2020,10,0,0
Macao,03/01/2020,10,0,8
Netherlands,03/01/2020,10,0,0
Chile,03/01/2020,9,0,0
Croatia,03/01/2020,7,0,0
Greece,03/01/2020,7,0,0
Ecuador,03/01/2020,6,0,0
Finland,03/01/2020,6,0,1
Oman,03/01/2020,6,0,1
Mexico,03/01/2020,5,0,0
Denmark,03/01/2020,4,0,0
Pakistan,03/01/2020,4,0,0
Azerbaijan,03/01/2020,3,0,0
Czechia,03/01/2020,3,0,0
Georgia,03/01/2020,3,0,0
Iceland,03/01/2020,3,0,0
India,03/01/2020,3,0,3
Philippines,03/01/2020,3,1,1
Qatar,03/01/2020,3,0,0
Romania,03/01/2020,3,0,0
Belgium,03/01/2020,2,0,1
Brazil,03/01/2020,2,0,0
Egypt,03/01/2020,2,0,1
Russia,03/01/2020,2,0,2
Afghanistan,03/01/2020,1,0,0
Algeria,03/01/2020,1,0,0
Armenia,03/01/2020,1,0,0
Belarus,03/01/2020,1,0,0
Cambodia,03/01/2020,1,0,1
DominicanRepublic,03/01/2020,1,0,0
Estonia,03/01/2020,1,0,0
Ireland,03/01/2020,1,0,0
Lithuania,03/01/2020,1,0,0
Luxembourg,03/01/2020,1,0,0
Monaco,03/01/2020,1,0,0
Nepal,03/01/2020,1,0,1
NewZealand,03/01/2020,1,0,0
Nigeria,03/01/2020,1,0,0
NorthMacedonia,03/01/2020,1,0,0
SanMarino,03/01/2020,1,0,0
SriLanka,03/01/2020,1,0,1
China,03/02/2020,80026,2912,44810
RepublicofKorea,03/02/2020,4335,28,30
Italy,03/02/2020,2036,52,149
Iran,03/02/2020,1501,66,291
Japan,03/02/2020,278,6,32
France,03/02/2020,191,3,12
Germany,03/02/2020,159,0,16
UnitedKingdom,03/02/2020,134,0,8
Spain,03/02/2020,120,0,2
Singapore,03/02/2020,108,0,78
HongKong,03/02/2020,100,2,36
Kuwait,03/02/2020,56,0,0
US,03/02/2020,52,6,7
Bahrain,03/02/2020,49,0,0
Thailand,03/02/2020,43,1,31
Switzerland,03/02/2020,42,0,0
Taiwan,03/02/2020,41,1,12
Australia,03/02/2020,30,1,11
Malaysia,03/02/2020,29,0,18
Canada,03/02/2020,27,0,6
Iraq,03/02/2020,26,0,0
Norway,03/02/2020,25,0,0
UnitedArabEmirates,03/02/2020,21,0,5
Sweden,03/02/2020,19,0,0
Austria,03/02/2020,18,0,0
Netherlands,03/02/2020,18,0,0
Vietnam,03/02/2020,16,0,16
Lebanon,03/02/2020,13,0,0
Israel,03/02/2020,10,0,1
Macao,03/02/2020,10,0,8
Chile,03/02/2020,9,0,0
Belgium,03/02/2020,8,0,1
SanMarino,03/02/2020,8,0,0
Croatia,03/02/2020,7,0,0
Greece,03/02/2020,7,0,0
Ecuador,03/02/2020,6,0,0
Finland,03/02/2020,6,0,1
Iceland,03/02/2020,6,0,0
Oman,03/02/2020,6,0,1
India,03/02/2020,5,0,3
Mexico,03/02/2020,5,0,0
Pakistan,03/02/2020,5,0,0
Denmark,03/02/2020,4,0,0
Algeria,03/02/2020,3,0,0
Azerbaijan,03/02/2020,3,0,0
Czechia,03/02/2020,3,0,0
Georgia,03/02/2020,3,0,0
Philippines,03/02/2020,3,1,1
Qatar,03/02/2020,3,0,0
Romania,03/02/2020,3,0,0
Russia,03/02/2020,3,0,2
Brazil,03/02/2020,2,0,0
Egypt,03/02/2020,2,0,1
Indonesia,03/02/2020,2,0,0
Portugal,03/02/2020,2,0,0
Afghanistan,03/02/2020,1,0,0
Andorra,03/02/2020,1,0,0
Armenia,03/02/2020,1,0,0
Belarus,03/02/2020,1,0,0
Cambodia,03/02/2020,1,0,1
DominicanRepublic,03/02/2020,1,0,0
Estonia,03/02/2020,1,0,0
Ireland,03/02/2020,1,0,0
Latvia,03/02/2020,1,0,0
Lithuania,03/02/2020,1,0,0
Luxembourg,03/02/2020,1,0,0
Monaco,03/02/2020,1,0,0
Morocco,03/02/2020,1,0,0
Nepal,03/02/2020,1,0,1
NewZealand,03/02/2020,1,0,0
Nigeria,03/02/2020,1,0,0
NorthMacedonia,03/02/2020,1,0,0
SaudiArabia,03/02/2020,1,0,0
Senegal,03/02/2020,1,0,0
SriLanka,03/02/2020,1,0,1
China,03/03/2020,80151,2945,47404
RepublicofKorea,03/03/2020,5186,28,30
Italy,03/03/2020,2502,79,160
Iran,03/03/2020,2336,77,291
Japan,03/03/2020,298,6,43
France,03/03/2020,204,4,12
Germany,03/03/2020,196,0,16
UnitedKingdom,03/03/2020,189,0,8
Spain,03/03/2020,165,1,2
Singapore,03/03/2020,110,0,78
HongKong,03/03/2020,100,2,37
US,03/03/2020,72,7,7
Kuwait,03/03/2020,56,0,0
Switzerland,03/03/2020,56,0,2
Bahrain,03/03/2020,49,0,0
Thailand,03/03/2020,43,1,31
Taiwan,03/03/2020,42,1,12
Australia,03/03/2020,39,1,11
Malaysia,03/03/2020,36,0,22
Iraq,03/03/2020,32,0,0
Norway,03/03/2020,32,0,0
Sweden,03/03/2020,32,0,0
Canada,03/03/2020,30,0,6
UnitedArabEmirates,03/03/2020,27,0,5
Netherlands,03/03/2020,24,0,0
Austria,03/03/2020,21,0,0
Vietnam,03/03/2020,16,0,16
Belgium,03/03/2020,13,0,1
Lebanon,03/03/2020,13,0,0
Israel,03/03/2020,12,0,1
Oman,03/03/2020,12,0,2
Iceland,03/03/2020,11,0,0
Chile,03/03/2020,10,0,0
Macao,03/03/2020,10,0,9
SanMarino,03/03/2020,10,1,0
Croatia,03/03/2020,9,0,0
Ecuador,03/03/2020,7,0,0
Greece,03/03/2020,7,0,0
Qatar,03/03/2020,7,0,0
Denmark,03/03/2020,6,0,0
Finland,03/03/2020,6,0,1
Algeria,03/03/2020,5,0,0
Czechia,03/03/2020,5,0,0
India,03/03/2020,5,0,3
Mexico,03/03/2020,5,0,1
Pakistan,03/03/2020,5,0,0
Azerbaijan,03/03/2020,3,0,0
Georgia,03/03/2020,3,0,0
Philippines,03/03/2020,3,1,1
Romania,03/03/2020,3,0,0
Russia,03/03/2020,3,0,2
Brazil,03/03/2020,2,0,0
Egypt,03/03/2020,2,0,1
Estonia,03/03/2020,2,0,0
Indonesia,03/03/2020,2,0,0
Ireland,03/03/2020,2,0,0
Portugal,03/03/2020,2,0,0
Senegal,03/03/2020,2,0,0
Afghanistan,03/03/2020,1,0,0
Andorra,03/03/2020,1,0,0
Argentina,03/03/2020,1,0,0
Armenia,03/03/2020,1,0,0
Belarus,03/03/2020,1,0,0
Cambodia,03/03/2020,1,0,1
DominicanRepublic,03/03/2020,1,0,0
Jordan,03/03/2020,1,0,0
Latvia,03/03/2020,1,0,0
Lithuania,03/03/2020,1,0,0
Luxembourg,03/03/2020,1,0,0
Monaco,03/03/2020,1,0,0
Morocco,03/03/2020,1,0,0
Nepal,03/03/2020,1,0,1
NewZealand,03/03/2020,1,0,0
Nigeria,03/03/2020,1,0,0
NorthMacedonia,03/03/2020,1,0,0
SaudiArabia,03/03/2020,1,0,0
SriLanka,03/03/2020,1,0,1
Ukraine,03/03/2020,1,0,0
China,03/04/2020,80271,2981,49955
RepublicofKorea,03/04/2020,5621,35,41
Italy,03/04/2020,3089,107,276
Iran,03/04/2020,2922,92,552
Japan,03/04/2020,333,7,43
France,03/04/2020,288,4,12
Germany,03/04/2020,262,0,16
UnitedKingdom,03/04/2020,246,0,8
Spain,03/04/2020,222,2,2
Singapore,03/04/2020,110,0,78
HongKong,03/04/2020,105,2,37
US,03/04/2020,103,11,7
Switzerland,03/04/2020,90,0,3
Sweden,03/04/2020,62,0,0
Kuwait,03/04/2020,56,0,0
Norway,03/04/2020,56,0,0
Australia,03/04/2020,52,2,11
Bahrain,03/04/2020,52,0,0
Malaysia,03/04/2020,50,0,22
Thailand,03/04/2020,43,1,31
Taiwan,03/04/2020,42,1,12
Netherlands,03/04/2020,38,0,0
Iraq,03/04/2020,35,2,0
Canada,03/04/2020,33,0,6
Austria,03/04/2020,29,0,0
India,03/04/2020,28,0,3
UnitedArabEmirates,03/04/2020,27,0,5
Iceland,03/04/2020,26,0,0
Belgium,03/04/2020,23,0,1
SanMarino,03/04/2020,16,1,0
Vietnam,03/04/2020,16,0,16
Israel,03/04/2020,15,0,1
Oman,03/04/2020,15,0,2
Lebanon,03/04/2020,13,0,1
Algeria,03/04/2020,12,0,0
Denmark,03/04/2020,11,0,0
Chile,03/04/2020,10,0,0
Croatia,03/04/2020,10,0,0
Ecuador,03/04/2020,10,0,0
Macao,03/04/2020,10,0,9
Greece,03/04/2020,9,0,0
Czechia,03/04/2020,8,0,0
Qatar,03/04/2020,8,0,0
Belarus,03/04/2020,6,0,0
Finland,03/04/2020,6,0,1
Ireland,03/04/2020,6,0,0
Mexico,03/04/2020,5,0,1
Pakistan,03/04/2020,5,0,0
Portugal,03/04/2020,5,0,0
Brazil,03/04/2020,4,0,0
Romania,03/04/2020,4,0,1
Senegal,03/04/2020,4,0,0
Azerbaijan,03/04/2020,3,0,0
Georgia,03/04/2020,3,0,0
NewZealand,03/04/2020,3,0,0
Philippines,03/04/2020,3,1,1
Russia,03/04/2020,3,0,2
Egypt,03/04/2020,2,0,1
Estonia,03/04/2020,2,0,0
Hungary,03/04/2020,2,0,0
Indonesia,03/04/2020,2,0,0
Afghanistan,03/04/2020,1,0,0
Andorra,03/04/2020,1,0,0
Argentina,03/04/2020,1,0,0
Armenia,03/04/2020,1,0,0
Cambodia,03/04/2020,1,0,1
DominicanRepublic,03/04/2020,1,0,0
Jordan,03/04/2020,1,0,0
Latvia,03/04/2020,1,0,0
Liechtenstein,03/04/2020,1,0,0
Lithuania,03/04/2020,1,0,0
Luxembourg,03/04/2020,1,0,0
Monaco,03/04/2020,1,0,0
Morocco,03/04/2020,1,0,0
Nepal,03/04/2020,1,0,1
Nigeria,03/04/2020,1,0,0
NorthMacedonia,03/04/2020,1,0,0
Poland,03/04/2020,1,0,0
SaudiArabia,03/04/2020,1,0,0
SriLanka,03/04/2020,1,0,1
Tunisia,03/04/2020,1,0,0
Ukraine,03/04/2020,1,0,0
China,03/05/2020,80422,3013,52240
RepublicofKorea,03/05/2020,6088,35,41
Italy,03/05/2020,3858,148,414
Iran,03/05/2020,3513,107,739
Germany,03/05/2020,482,0,16
France,03/05/2020,380,6,12
Japan,03/05/2020,365,7,43
UnitedKingdom,03/05/2020,295,0,8
Spain,03/05/2020,259,3,2
US,03/05/2020,172,12,7
Singapore,03/05/2020,117,0,78
Switzerland,03/05/2020,114,1,3
HongKong,03/05/2020,105,2,43
Norway,03/05/2020,87,0,0
Sweden,03/05/2020,87,0,0
Netherlands,03/05/2020,82,0,0
Kuwait,03/05/2020,58,0,0
Australia,03/05/2020,55,2,21
Bahrain,03/05/2020,55,0,0
Belgium,03/05/2020,50,0,1
Malaysia,03/05/2020,50,0,22
Thailand,03/05/2020,47,1,31
Taiwan,03/05/2020,44,1,12
Austria,03/05/2020,41,0,0
Canada,03/05/2020,37,0,6
Iraq,03/05/2020,35,2,0
Iceland,03/05/2020,34,0,0
Greece,03/05/2020,31,0,0
India,03/05/2020,30,0,3
UnitedArabEmirates,03/05/2020,29,0,5
SanMarino,03/05/2020,21,1,0
Israel,03/05/2020,20,0,1
Lebanon,03/05/2020,16,0,1
Oman,03/05/2020,16,0,2
Vietnam,03/05/2020,16,0,16
Chile,03/05/2020,13,0,0
Ecuador,03/05/2020,13,0,0
Algeria,03/05/2020,12,0,0
Czechia,03/05/2020,12,0,0
Finland,03/05/2020,12,0,1
Denmark,03/05/2020,11,0,0
Croatia,03/05/2020,10,0,0
Macao,03/05/2020,10,0,9
Portugal,03/05/2020,8,0,0
Qatar,03/05/2020,8,0,0
Azerbaijan,03/05/2020,6,0,0
Belarus,03/05/2020,6,0,0
Ireland,03/05/2020,6,0,0
Pakistan,03/05/2020,6,0,0
Romania,03/05/2020,6,0,1
Mexico,03/05/2020,5,0,1
SaudiArabia,03/05/2020,5,0,0
Brazil,03/05/2020,4,0,0
Georgia,03/05/2020,4,0,0
Russia,03/05/2020,4,0,2
Senegal,03/05/2020,4,0,0
WestBankandGaza,03/05/2020,4,0,0
Egypt,03/05/2020,3,0,1
Estonia,03/05/2020,3,0,0
NewZealand,03/05/2020,3,0,0
Philippines,03/05/2020,3,1,1
BosniaandHerzegovina,03/05/2020,2,0,0
Hungary,03/05/2020,2,0,0
Indonesia,03/05/2020,2,0,0
Morocco,03/05/2020,2,0,0
Slovenia,03/05/2020,2,0,0
Afghanistan,03/05/2020,1,0,0
Andorra,03/05/2020,1,0,0
Argentina,03/05/2020,1,0,0
Armenia,03/05/2020,1,0,0
Cambodia,03/05/2020,1,0,1
DominicanRepublic,03/05/2020,1,0,0
Jordan,03/05/2020,1,0,0
Latvia,03/05/2020,1,0,0
Liechtenstein,03/05/2020,1,0,0
Lithuania,03/05/2020,1,0,0
Luxembourg,03/05/2020,1,0,0
Monaco,03/05/2020,1,0,0
Nepal,03/05/2020,1,0,1
Nigeria,03/05/2020,1,0,0
NorthMacedonia,03/05/2020,1,0,0
Poland,03/05/2020,1,0,0
SouthAfrica,03/05/2020,1,0,0
SriLanka,03/05/2020,1,0,1
Tunisia,03/05/2020,1,0,0
Ukraine,03/05/2020,1,0,0
China,03/06/2020,80573,3042,53888
RepublicofKorea,03/06/2020,6593,42,135
Iran,03/06/2020,4747,124,913
Italy,03/06/2020,4636,197,523
Germany,03/06/2020,670,0,17
France,03/06/2020,656,9,12
Japan,03/06/2020,420,7,46
Spain,03/06/2020,400,5,2
UnitedKingdom,03/06/2020,374,1,8
US,03/06/2020,215,14,7
Switzerland,03/06/2020,214,1,3
Sweden,03/06/2020,146,0,0
Singapore,03/06/2020,130,0,78
Netherlands,03/06/2020,128,1,0
Belgium,03/06/2020,109,0,1
Norway,03/06/2020,108,0,0
HongKong,03/06/2020,107,2,46
Malaysia,03/06/2020,83,0,22
Australia,03/06/2020,60,2,21
Bahrain,03/06/2020,60,0,4
Kuwait,03/06/2020,58,0,0
Austria,03/06/2020,55,0,0
Canada,03/06/2020,49,0,6
Thailand,03/06/2020,48,1,31
Greece,03/06/2020,45,0,0
Taiwan,03/06/2020,45,1,12
Iceland,03/06/2020,43,0,0
Iraq,03/06/2020,40,3,0
